Nome,Ano,Problema,Interpretação,Estratégia,Cálculo/Técnica,Resposta,Interpretação_Comprimento,Estratégia_Comprimento,Cálculo/Técnica_Comprimento,Resposta_Comprimento,Cluster_Interpretacao,Cluster_Estratégia,Cluster_Cálculo/Técnica,Cluster_Resposta
Estudante 45,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago vende água e doces, ganha 12 reais por dia, gasta 15 e divide o resto.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",77,96,38,27,2,0,1,0
Estudante 46,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago vende água e doces, ganha 12 reais por dia, gasta 15 e divide o resto.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",77,50,38,27,2,2,1,0
Estudante 47,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu -R$1,00.",141,96,38,27,0,0,0,2
Estudante 48,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Ver quanto ele ganha, tirar o gasto e dividir.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",141,46,38,27,0,1,0,0
Estudante 49,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias, ganha 12 por dia, tira 15 e divide o que sobra por 3.","Ver quanto ele ganha, tirar o gasto e dividir.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",77,46,38,27,0,1,0,0
Estudante 50,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?",Thiago ganha 12 reais por dia de segunda a sexta e gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.,"Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$15,00.",133,96,25,27,0,0,2,0
Estudante 51,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias, ganha 12 por dia, tira 15 e divide o que sobra por 3.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$15,00.",77,96,25,27,0,0,2,0
Estudante 52,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Ver quanto ele ganha, tirar o gasto e dividir.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",141,46,38,27,0,1,0,0
Estudante 53,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago vende água e doces, ganha 12 reais por dia, gasta 15 e divide o resto.","Ver quanto ele ganha, tirar o gasto e dividir.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu -R$1,00.",77,46,38,27,2,1,0,2
Estudante 54,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago vende água e doces, ganha 12 reais por dia, gasta 15 e divide o resto.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$15,00.",77,96,25,27,2,0,2,0
Estudante 55,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",141,50,38,27,0,2,0,0
Estudante 56,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",141,96,38,27,0,0,0,0
Estudante 57,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu -R$1,00.",141,96,38,27,0,0,0,2
Estudante 58,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Ver quanto ele ganha, tirar o gasto e dividir.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$15,00.",141,46,25,27,0,1,2,0
Estudante 59,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Somar tudo, tirar 15 e dividir por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$15,00.",141,37,25,27,0,2,2,0
Estudante 60,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Ver quanto ele ganha, tirar o gasto e dividir.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",141,46,38,27,0,1,1,0
Estudante 61,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$15,00.",141,50,25,27,0,2,2,0
Estudante 62,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?",Thiago ganha 12 reais por dia de segunda a sexta e gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.,"Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",133,96,38,27,0,0,0,0
Estudante 63,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?",Thiago ganha 12 reais por dia de segunda a sexta e gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.,"Ver quanto ele ganha, tirar o gasto e dividir.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",133,46,38,27,0,1,1,0
Estudante 64,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?",Thiago ganha 12 reais por dia de segunda a sexta e gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.,"Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",133,96,38,27,0,0,1,0
Estudante 65,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Somar tudo, tirar 15 e dividir por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$0,66.",141,37,25,26,0,2,2,1
Estudante 66,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Somar tudo, tirar 15 e dividir por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",73,37,38,27,1,2,0,0
Estudante 67,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",73,96,38,27,1,0,0,0
Estudante 68,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?",Thiago ganha 12 reais por dia de segunda a sexta e gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.,"Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$0,66.",133,96,25,26,0,0,2,1
Estudante 69,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?",Thiago ganha 12 reais por dia de segunda a sexta e gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.,"Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",133,96,38,27,0,0,1,0
Estudante 70,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago vende água e doces, ganha 12 reais por dia, gasta 15 e divide o resto.","Somar tudo, tirar 15 e dividir por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",77,37,38,27,2,2,1,0
Estudante 71,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",73,96,38,27,1,0,0,0
Estudante 72,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Ver quanto ele ganha, tirar o gasto e dividir.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$0,66.",141,46,38,26,0,1,0,1
Estudante 73,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias, ganha 12 por dia, tira 15 e divide o que sobra por 3.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",77,50,38,27,0,2,0,0
Estudante 74,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Ver quanto ele ganha, tirar o gasto e dividir.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$0,66.",73,46,38,26,1,1,0,1
Estudante 75,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu -R$1,00.",73,96,38,27,1,0,1,2
Estudante 76,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias, ganha 12 por dia, tira 15 e divide o que sobra por 3.","Somar tudo, tirar 15 e dividir por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",77,37,38,27,0,2,1,0
Estudante 77,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$0,66.",141,96,25,26,0,0,2,1
Estudante 78,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",73,50,38,27,1,2,1,0
Estudante 79,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago vende água e doces, ganha 12 reais por dia, gasta 15 e divide o resto.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",77,96,38,27,2,0,0,0
Estudante 80,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu -R$1,00.",141,50,25,27,0,2,2,2
Estudante 81,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?",Thiago ganha 12 reais por dia de segunda a sexta e gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.,"Ver quanto ele ganha, tirar o gasto e dividir.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",133,46,38,27,0,1,1,0
Estudante 82,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$0,66.",141,50,38,26,0,2,0,1
Estudante 83,9,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Somar tudo, tirar 15 e dividir por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$15,00.",141,37,25,27,0,2,2,0
Estudante 84,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias, ganha 12 por dia, tira 15 e divide o que sobra por 3.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$0,66.",77,96,38,26,0,0,1,1
Estudante 85,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago vende água e doces, ganha 12 reais por dia, gasta 15 e divide o resto.","Somar tudo, tirar 15 e dividir por 3.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$0,66.",77,37,25,26,2,2,2,1
Estudante 86,8,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Calcular o total ganho na semana, subtrair o gasto com compras e dividir o valor restante por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$0,66.",73,96,38,26,1,0,1,1
Estudante 87,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias, ganha 12 por dia, tira 15 e divide o que sobra por 3.","Somar tudo, tirar 15 e dividir por 3.",12 x 5 = 60; 60 - 15 = 45; 45 / 3 = 15,"Cada irmão recebeu R$15,00.",77,37,38,27,0,2,0,0
Estudante 88,6,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago tem um gasto de 15 reais e ganha 12 reais por dia, e tem 3 irmãos.","Multiplicar 12 por 5, subtrair 15 e dividir por 3.","12 + 5 = 17; 17 - 15 = 2; 2 / 3 = 0,66","Cada irmão recebeu R$15,00.",73,50,38,27,1,2,1,0
Estudante 89,7,"Thiago é um pequeno comerciante. Ele trabalha de segunda a sexta-feira vendendo água e doces. Na semana passada, ele arrecadou R$ 12,00 por dia de trabalho. Desse valor, ele usou R$ 15,00 para comprar água e doces para vender na semana seguinte e o que sobrou ele deu para seus três irmãos. Quanto cada irmão de Thiago recebeu?","Thiago trabalha 5 dias na semana e ganha 12 reais por dia, gasta 15 reais para comprar água e doces e divide o que sobra entre seus 3 irmãos.","Ver quanto ele ganha, tirar o gasto e dividir.",12 - 15 = -3; -3 / 3 = -1,"Cada irmão recebeu R$0,66.",141,46,25,26,0,1,2,1
